website,loc,lastmod,cured_name
GuyInACube,https://www.youtube.com/watch?v=wDfcX3EPZL0,2022 07 26,FAST - Billions of rows with Azure Data Explorer (ADX)
GuyInACube,https://www.youtube.com/watch?v=tfTrohtZXtc,2022 07 23,"REPLAY Power BI tips from the Pros - LIVE (July 23, 2022)"
GuyInACube,https://www.youtube.com/watch?v=bwbWQL8zjx0,2022 07 21,The most UNDERUSED feature in Power BI???
GuyInACube,https://www.youtube.com/watch?v=-XnYQsLp-TE,2022 07 20,A new approach for dynamic Power BI visuals?
GuyInACube,https://www.youtube.com/watch?v=L7dMVFDgs7Q,2022 07 19,Intro to aggregates in T-SQL
GuyInACube,https://www.youtube.com/watch?v=3_vWXYZk1TM,2022 07 16,"REPLAY Power BI tips from the Pros - LIVE (July 16, 2022) (Member Chat 2nd Half)"
GuyInACube,https://www.youtube.com/watch?v=vTEaSRyVPxI,2022 07 14,Is it a KNOWN ISSUE in Power BI?
GuyInACube,https://www.youtube.com/watch?v=XA5twJ2wLd0,2022 07 13,Select All items for Parameters in Power BI Paginated reports
GuyInACube,https://www.youtube.com/watch?v=ukVlPeQ-yNc,2022 07 07,How I learn things
GuyInACube,https://www.youtube.com/watch?v=XE_58akjXEc,2022 07 02,"REPLAY Power BI tips from the Pros - LIVE (July 2, 2022)"
GuyInACube,https://www.youtube.com/watch?v=ZEcQ13TaIWA,2022 06 28,What&#39;s up with the different JOINS in Azure SQL and Azure Synapse?
GuyInACube,https://www.youtube.com/watch?v=IhQVOS34QKA,2022 06 23,Why can&#39;t Power BI connect to my cloud source???
GuyInACube,https://www.youtube.com/watch?v=Wvqx4I2cMrM,2022 06 22,From Decomposition Tree to Details in Power BI!!!
GuyInACube,https://www.youtube.com/watch?v=zQnyy2-58Ns,2022 06 21,Modern Data Lakehouse? Where do you even start??? Azure Synapse of course!
GuyInACube,https://www.youtube.com/watch?v=x1xMxRXQ2So,2022 06 16,Publish from Power BI Desktop for External Users
GuyInACube,https://www.youtube.com/watch?v=67WrcH4pFnI,2022 06 15,What tool do you use to optimize your Power BI dataset?
GuyInACube,https://www.youtube.com/watch?v=iBwmMklI2Ac,2022 06 14,What are the main tools for Azure Synapse and SQL???
GuyInACube,https://www.youtube.com/watch?v=Vp9BQUXyJjY,2022 06 11,"REPLAY Power BI tips from the Pros - LIVE (June 11, 2022)"
GuyInACube,https://www.youtube.com/watch?v=_EDxNDuF9uE,2022 06 04,"REPLAY Power BI tips from the Pros - LIVE (June 4, 2022)"
GuyInACube,https://www.youtube.com/watch?v=o2EFbdRZOAU,2022 06 02,Answering your datamart questions
GuyInACube,https://www.youtube.com/watch?v=-ZAPAk_ANbk,2022 06 01,Power BI dataflows vs datamarts: What&#39;s the difference???
GuyInACube,https://www.youtube.com/watch?v=Q_fKhmwRifo,2022 05 31,Writing your first SQL Statement!
GuyInACube,https://www.youtube.com/watch?v=UzDfhse9vBI,2022 05 28,"REPLAY Power BI tips from the Pros - LIVE (May 28, 2022)"
GuyInACube,https://www.youtube.com/watch?v=LKzIkr1NaOM,2022 05 26,Reduce the queries being sent with Incremental Refresh in Power BI!
GuyInACube,https://www.youtube.com/watch?v=ZJzCkxv5wxg,2022 05 25,Exploring the preview of datamart in Power BI!
GuyInACube,https://www.youtube.com/watch?v=tWFAxOI7CF0,2022 05 24,Getting started with Azure Synapse Analytics
GuyInACube,https://www.youtube.com/watch?v=L18HEAnBqTo,2022 05 19,A new way to manage gateways in Power BI!!!
GuyInACube,https://www.youtube.com/watch?v=8M2VIPLdF3A,2022 05 18,Another 30-Day Query Folding challenge!!!
GuyInACube,https://www.youtube.com/watch?v=dRaLicocQuI,2022 05 17,Are you following best practices with Azure Synapse Analytics?
GuyInACube,https://www.youtube.com/watch?v=0duJpevXlaA,2022 05 14,"REPLAY Power BI tips from the Pros - LIVE (May 14, 2022)"
GuyInACube,https://www.youtube.com/watch?v=Sy-k8DhHPks,2022 05 12,How do you share your Power BI Dataset for someone to review?
GuyInACube,https://www.youtube.com/watch?v=lTkWAfrMwOg,2022 05 11,Why isn&#39;t my Agg hitting when using DISTINCTCOUNT in Power BI???
GuyInACube,https://www.youtube.com/watch?v=-e3jNYl9AJ4,2022 05 10,How to make SQL Pools even faster in Azure Synapse Analytics
GuyInACube,https://www.youtube.com/watch?v=utz9NQZyZ1A,2022 05 07,"REPLAY Power BI tips from the Pros - LIVE (May 7, 2022)"
GuyInACube,https://www.youtube.com/watch?v=aJHhQsNiOiw,2022 05 05,EFFICIENT approach in Microsoft Teams for Power BI questions!
GuyInACube,https://www.youtube.com/watch?v=CYSMZxaXNLk,2022 05 04,My Excel file is in the cloud! Why isn&#39;t refresh working in Power BI???
GuyInACube,https://www.youtube.com/watch?v=WbDqeNsmoL4,2022 05 03,Why you should look at Azure Synapse Analytics!
GuyInACube,https://www.youtube.com/watch?v=ZYO7wGKVM0Y,2022 04 27,Row-Level Security and Object-Level Security together in Power BI??? Yup!
GuyInACube,https://www.youtube.com/watch?v=JHq5mHPP8-A,2022 04 23,"REPLAY Power BI tips from the Pros - LIVE (April 23, 2022)"
GuyInACube,https://www.youtube.com/watch?v=BSmmNgO_EOU,2022 04 20,Blown AWAY by Column From Examples in Power Query
GuyInACube,https://www.youtube.com/watch?v=KRgz1UVgQ80,2022 04 16,"REPLAY Power BI tips from the Pros - LIVE (April 16, 2022)"
GuyInACube,https://www.youtube.com/watch?v=WybnTHDl-AM,2022 04 14,How to get a DATE TABLE easily in Power BI
GuyInACube,https://www.youtube.com/watch?v=RbMFQNthlGM,2022 04 13,Are you backing up your Power BI Dataset???
GuyInACube,https://www.youtube.com/watch?v=_p5GcjYMHq0,2022 04 09,"REPLAY Power BI tips from the Pros - LIVE (April 9, 2022)"
GuyInACube,https://www.youtube.com/watch?v=sXn-QZqLD-8,2022 04 07,Nothing selected in Power BI Slicer? Then don&#39;t show data!
GuyInACube,https://www.youtube.com/watch?v=-jvnjx-264c,2022 04 06,Composite models in Power BI and Storage modes - what to pick???
GuyInACube,https://www.youtube.com/watch?v=ISacusJ1Dss,2022 03 31,Use this Power BI feature to display custom message or titles
GuyInACube,https://www.youtube.com/watch?v=zdJyOQP8jXw,2022 03 26,"REPLAY Power BI tips from the Pros - LIVE (Mar 26, 2022)"
GuyInACube,https://www.youtube.com/watch?v=q5nxFcvrnqw,2022 03 24,Who doesn&#39;t like FREE Power BI training??? (2022)
GuyInACube,https://www.youtube.com/watch?v=twsuBaiPaCk,2022 03 23,Can Patrick handle the challenge???
GuyInACube,https://www.youtube.com/watch?v=hv8U_z-y-1s,2022 03 19,"REPLAY Power BI tips from the Pros - LIVE (Mar 19, 2022)"
GuyInACube,https://www.youtube.com/watch?v=gyOKFSVYEew,2022 03 17,Some tips for your data labels in Power BI
GuyInACube,https://www.youtube.com/watch?v=t6_uRHLWiMQ,2022 03 16,"So, we just wait???"
GuyInACube,https://www.youtube.com/watch?v=L-wqwzj0-Xo,2022 03 10,Revisiting a Power BI solution with Dynamic M Parameters
GuyInACube,https://www.youtube.com/watch?v=LTHTuX8TZZw,2022 03 09,Oops! Forgot to show this...
GuyInACube,https://www.youtube.com/watch?v=z0KJlEJ1Flc,2022 03 05,"REPLAY Power BI tips from the Pros - LIVE w/ Marco Russo (Mar 5, 2022)"
GuyInACube,https://www.youtube.com/watch?v=hDf6nrKdtbI,2022 03 03,Dealing with orphaned Power BI workspaces
GuyInACube,https://www.youtube.com/watch?v=1GvVCHeqJz4,2022 03 02,Create Hybrid Tables with Tabular Editor for Power BI? YES!!!
GuyInACube,https://www.youtube.com/watch?v=1XavbySOeuc,2022 02 26,"REPLAY Power BI tips from the Pros - LIVE (Feb 26, 2022)"
GuyInACube,https://www.youtube.com/watch?v=vjcWToSAlZ8,2022 02 23,Make your Power BI mobile reports POP
GuyInACube,https://www.youtube.com/watch?v=1XMV_JKcwgw,2022 02 19,"REPLAY Power BI tips from the Pros - LIVE (Feb 19, 2022)"
GuyInACube,https://www.youtube.com/watch?v=ipdMRPdXcWA,2022 02 17,Do we need more Power BI Premium Capacity?
GuyInACube,https://www.youtube.com/watch?v=EowHdhy-Nio,2022 02 16,A little trick for SharePoint Online Images in Power BI
GuyInACube,https://www.youtube.com/watch?v=RcJP_nDQaSE,2022 02 10,How to get Secure Images in Power BI Reports
GuyInACube,https://www.youtube.com/watch?v=1yJnmZRTNZg,2022 02 09,How do I get my Excel users to use Power BI???
GuyInACube,https://www.youtube.com/watch?v=YU1VjMEOw9Y,2022 02 03,Is a parameter filtered in Power BI Paginated Reports???
GuyInACube,https://www.youtube.com/watch?v=v79MjJZoIZg,2022 01 27,Create a date range parameter with Power BI Paginated Reports
GuyInACube,https://www.youtube.com/watch?v=EZifdFfjTNg,2022 01 26,How Parameters work with the Power BI Paginated Visual
GuyInACube,https://www.youtube.com/watch?v=lopTsclrpHI,2022 01 20,How we optimize Power Query and Power BI Dataflows
GuyInACube,https://www.youtube.com/watch?v=ao9IJWcwPps,2022 01 19,Power BI Premium Gen2 updates (January 2022)
GuyInACube,https://www.youtube.com/watch?v=HckuKYlx8kk,2022 01 13,Combining refresh and real time with Hybrid Tables in Power BI
GuyInACube,https://www.youtube.com/watch?v=NkRVaRUVO7s,2022 01 12,Add a little info to your Sparkline in Power BI
GuyInACube,https://www.youtube.com/watch?v=ILu0xh3fHvQ,2022 01 05,Exploring Streaming Dataflows in Power BI
GuyInACube,https://www.youtube.com/watch?v=MttvudnaBD0,2021 12 30,Another Power BI optimization tool - Report Analyzer
GuyInACube,https://www.youtube.com/watch?v=li0c6R6UpCw,2021 12 29,To Pivot or Unpivot? That is the question!
GuyInACube,https://www.youtube.com/watch?v=BmAuABIwhc0,2021 12 23,Making sense of the Power BI Premium Gen2 Metrics App
GuyInACube,https://www.youtube.com/watch?v=gwAi8EmjDio,2021 12 22,No Calendar Table? How to add Fiscal Month and Sort in Power BI?
GuyInACube,https://www.youtube.com/watch?v=c1S-8rl7t1Q,2021 12 16,Dataverse + Power BI: What you didn&#39;t even know you needed!
GuyInACube,https://www.youtube.com/watch?v=2hoYFQ_IjPk,2021 12 15,Avoid Parameter Error when refreshing a Power BI partition
GuyInACube,https://www.youtube.com/watch?v=OONgT-DjmY0,2021 12 09,Are you using the right Dataflows connector in Power BI???
GuyInACube,https://www.youtube.com/watch?v=IdXK470YwAQ,2021 12 08,Use Bookmark Navigator in Power BI to easily move through Bookmarks
GuyInACube,https://www.youtube.com/watch?v=YBTQ3CFstzs,2021 12 02,Call any Power BI REST API with PowerShell
GuyInACube,https://www.youtube.com/watch?v=4TxEvFmE44Q,2021 12 01,Use Page Navigator to go to the NEXT LEVEL in Power BI
GuyInACube,https://www.youtube.com/watch?v=VC9XoDaAE-Y,2021 11 25,Personal Gateway governance in Power BI
GuyInACube,https://www.youtube.com/watch?v=jcxJzh1TYWg,2021 11 24,Do you want DYNAMIC legends in Power BI??? Of course you do...
GuyInACube,https://www.youtube.com/watch?v=lg3Un1X1yuQ,2021 11 18,Custom Visual governance in Power BI
GuyInACube,https://www.youtube.com/watch?v=icCGFG6KpIA,2021 11 17,Configure Incremental Refresh with Tabular Editor
GuyInACube,https://www.youtube.com/watch?v=Z-J4n9uymQ0,2021 11 11,Review Performance Analyzer in this Power BI Report from Smart Power BI
GuyInACube,https://www.youtube.com/watch?v=eaOciHyL6kY,2021 11 10,Flexibility with Days Since calculations in Power BI
GuyInACube,https://www.youtube.com/watch?v=M_nS1Liey-w,2021 11 04,Page intentionally left blank
GuyInACube,https://www.youtube.com/watch?v=JZ0FwDr9SXU,2021 11 03,Create a Popup Window in Power BI
GuyInACube,https://www.youtube.com/watch?v=SK0qSx3vY_k,2021 10 28,The Power BI Premium video you need to watch… probably (Oct 2021)
GuyInACube,https://www.youtube.com/watch?v=ZGQE1WZtD5M,2021 10 27,What&#39;s this Power BI report filtered by???
GuyInACube,https://www.youtube.com/watch?v=lxbO6gjJqe0,2021 10 20,Highlight a row in a Power BI Paginated report
GuyInACube,https://www.youtube.com/watch?v=z8xXDPkpljw,2021 10 14,When optimizing Power BI don&#39;t forgot about CPU
GuyInACube,https://www.youtube.com/watch?v=rvCAPoy2TXs,2021 10 13,RLS with TWO Fact tables in Power BI
GuyInACube,https://www.youtube.com/watch?v=1dRhH-EO-rI,2021 10 07,What are Power BI data connectors and why should you care?
GuyInACube,https://www.youtube.com/watch?v=ujhCadWe2YI,2021 10 06,How to show 5 minute intervals in Power BI?
GuyInACube,https://www.youtube.com/watch?v=OnE-Ty9P2PI,2021 09 30,Power Query! Uggg - Where do you start? | Power BI
GuyInACube,https://www.youtube.com/watch?v=eqO4wFZQOPc,2021 09 29,Finding the lowest value and highlighting in DAX | Power BI
GuyInACube,https://www.youtube.com/watch?v=3gpXMMRJjw8,2021 09 23,DAX! Uggg - Where do you start? | Power BI
GuyInACube,https://www.youtube.com/watch?v=_j0iTUo2HT0,2021 09 22,One Click Calculation Group in Power BI
GuyInACube,https://www.youtube.com/watch?v=etyVYsAcH6I,2021 09 15,How to show a name more than once in Power BI
GuyInACube,https://www.youtube.com/watch?v=YEIKzeNCqGg,2021 09 09,Power BI XMLA Endpoint: Why you should care
GuyInACube,https://www.youtube.com/watch?v=SmczqYv_rfY,2021 09 08,When is a date not a date in Power BI?
GuyInACube,https://www.youtube.com/watch?v=R3Eqk1ZRUOY,2021 09 02,Case of the SLOW Power BI report: Hierarchies and RLS
GuyInACube,https://www.youtube.com/watch?v=phlaZn54Mio,2021 09 01,CRUSHING requirements with Small Multiples in Power BI
GuyInACube,https://www.youtube.com/watch?v=0iLSyCel6yw,2021 08 26,5 Guy in a Cube tips to make BETTER VIDEO!
GuyInACube,https://www.youtube.com/watch?v=2HYl3V5ak1U,2021 08 25,5 tips to LEVEL UP your public speaking or presentation skills
GuyInACube,https://www.youtube.com/watch?v=uKSkMDEGM2I,2021 08 19,3 signs it&#39;s time to OPTIMIZE your Power BI report
GuyInACube,https://www.youtube.com/watch?v=OYYnoMa-93g,2021 08 18,Can you refresh a single table in Power BI?
GuyInACube,https://www.youtube.com/watch?v=lfP6ygindSU,2021 08 12,Refresh your data in Power BI WITHOUT a user???
GuyInACube,https://www.youtube.com/watch?v=ZkL2jo3b_5M,2021 08 11,Exploring the Visio visual in Power BI
GuyInACube,https://www.youtube.com/watch?v=52remtERZ6o,2021 08 05,Fix my Calculation Group in Power BI
GuyInACube,https://www.youtube.com/watch?v=5Fcf8eXRq2E,2021 08 04,Bringing Paginated into Power BI reports - INSANE AMAZING!
GuyInACube,https://www.youtube.com/watch?v=nRm-yQrh-ZA,2021 07 29,Measuring RLS Performance in Power BI
GuyInACube,https://www.youtube.com/watch?v=ZaZyR3-1ru4,2021 07 28,Smart Narratives and Conditional Formatting in Power BI? Yes please!
GuyInACube,https://www.youtube.com/watch?v=ymP0TvIKFKE,2021 07 22,Looking into the future of Power BI (2021)
GuyInACube,https://www.youtube.com/watch?v=NomSliJK3s4,2021 07 21,Intro to R with Power BI
GuyInACube,https://www.youtube.com/watch?v=_On_aX8DbJw,2021 07 15,Make your Power BI Visual POP with this column header trick
GuyInACube,https://www.youtube.com/watch?v=T0dsCUeCFjg,2021 07 14,Exploring the Power Automate Visual in Power BI | Sending emails
GuyInACube,https://www.youtube.com/watch?v=D1LO8syugMA,2021 07 08,Create Buckets or Groups with Power Query in Power BI
GuyInACube,https://www.youtube.com/watch?v=HGpfwpjlMro,2021 07 01,Tracing with Log Analytics and Power BI
GuyInACube,https://www.youtube.com/watch?v=3_DOF_qjguA,2021 06 30,Intro to Python in Power BI
GuyInACube,https://www.youtube.com/watch?v=x7q1DHf8wE4,2021 06 24,Natives Queries or ODBC with Incremental Refresh in Power BI
GuyInACube,https://www.youtube.com/watch?v=aKNVLXSHRNY,2021 06 23,Digging into Modern Tooltips with Power BI
GuyInACube,https://www.youtube.com/watch?v=Ijs61r_cUYU,2021 06 16,Unboxing Tabular Editor 3 | Reaction Video
GuyInACube,https://www.youtube.com/watch?v=B3WK5RdOY54,2021 06 12,"REPLAY Tabular Editor 3 &amp; Power BI Q&amp;A - LIVE w/ Daniel Otykier &amp; Marco Russo (June 12, 2021)"
GuyInACube,https://www.youtube.com/watch?v=P0_5v2WIGcA,2021 06 10,Tracing your DAX queries in Power BI
GuyInACube,https://www.youtube.com/watch?v=1yv5srlqgmI,2021 06 09,Do&#39;s and Don&#39;t with cascading slicers in Power BI
GuyInACube,https://www.youtube.com/watch?v=dYmzb5UMkXw,2021 05 27,3+ approaches for Dynamic Axis in Power BI
GuyInACube,https://www.youtube.com/watch?v=Hl8DyrVdV6o,2021 05 26,Exploring ANOMALY detection in Power BI and a SNEAK PEAK
GuyInACube,https://www.youtube.com/watch?v=D9dm0-cp1_s,2021 05 20,My CHECKLIST for troubleshooting Power BI Performance
GuyInACube,https://www.youtube.com/watch?v=8Nt6sHJE_RE,2021 05 19,A TWIST on dynamically filtering visuals by a slicer in Power BI
GuyInACube,https://www.youtube.com/watch?v=G4YND7H2vwM,2021 05 13,Tools to take Power BI to the NEXT LEVEL
GuyInACube,https://www.youtube.com/watch?v=YCs2_NLYlOc,2021 05 12,Test your Power BI DAX measures in DAX Studio
GuyInACube,https://www.youtube.com/watch?v=8hjdOCni_ZY,2021 05 06,Enable QUERY FOLDING for native queries in Power Query / Power BI
GuyInACube,https://www.youtube.com/watch?v=UgqVSEoj4BM,2021 05 05,Avoid Left Outer Joins with DirectQuery in Power BI
GuyInACube,https://www.youtube.com/watch?v=fCGd5qID-dY,2021 04 29,Source Control with Power BI - Can it be done?
GuyInACube,https://www.youtube.com/watch?v=NkiUC-jR67s,2021 04 28,Report BURSTING with the Power Platform
GuyInACube,https://www.youtube.com/watch?v=emKSMFBusfM,2021 04 22,Best kept SECRET in Power BI??? You tell us!
GuyInACube,https://www.youtube.com/watch?v=iq-SAaWkycM,2021 04 21,WHAT IF Power BI could dynamically highlight top or bottom values?
GuyInACube,https://www.youtube.com/watch?v=r46kUh40SN8,2021 04 15,The BANANAS approach to use Power BI Bookmarks to swap tooltips
GuyInACube,https://www.youtube.com/watch?v=xCMqWEvSkAs,2021 04 14,Mastering Power BI Bookmarks
GuyInACube,https://www.youtube.com/watch?v=S7Fh2l-4jlc,2021 04 08,Power BI for the NON-TECHnical person
GuyInACube,https://www.youtube.com/watch?v=GDzjymo-cQw,2021 04 07,Exploring the Power BI Model View
GuyInACube,https://www.youtube.com/watch?v=GnPuU3X74SY,2021 04 01,Swap Power BI Visuals to add FLEXIBILITY in your reports
GuyInACube,https://www.youtube.com/watch?v=91D1WrNrHtY,2021 03 31,Why is Power BI SLOW
GuyInACube,https://www.youtube.com/watch?v=yYr_SlG8bpw,2021 03 25,Help your Power BI report users with an Information Panel
GuyInACube,https://www.youtube.com/watch?v=qZOEDBedATA,2021 03 24,3 ways to REDUCE DATA In Power BI Desktop (No Premium needed!)
GuyInACube,https://www.youtube.com/watch?v=k9LGRfREuIk,2021 03 18,5 IDEAS to take Power BI reports to the NEXT LEVEL
GuyInACube,https://www.youtube.com/watch?v=XBFVDedwLiY,2021 03 17,Using Microsoft Forms data with Power BI
GuyInACube,https://www.youtube.com/watch?v=hbJA6EYHq1Y,2021 03 10,TAME the the beast that is DAX in Power BI (aka how to learn DAX)
GuyInACube,https://www.youtube.com/watch?v=TAsUb93r2tg,2021 03 04,Using Power BI reports from an end user perspective (2021)
GuyInACube,https://www.youtube.com/watch?v=0eYc-_KKTDs,2021 03 03,Ever wanted a NOTIFICATION in your Power BI Reports?
GuyInACube,https://www.youtube.com/watch?v=XIq5vN5oPf8,2021 02 25,INSANE AMAZING Power Query tip to quickly change data sources in Power BI and Excel
GuyInACube,https://www.youtube.com/watch?v=vZndrBBPiQc,2021 02 24,Why Power BI loves a Star Schema
GuyInACube,https://www.youtube.com/watch?v=1Qan0_VmZRw,2021 02 18,Best Practice Analyzer in Tabular Editor for your Power BI Dataset
GuyInACube,https://www.youtube.com/watch?v=tKeaQpWynzg,2021 02 17,Working with Slowly Changing Dimensions in Power BI
GuyInACube,https://www.youtube.com/watch?v=cZsQj1WFkGE,2021 02 11,Power BI for report consumers and end users (2021)
GuyInACube,https://www.youtube.com/watch?v=TnyRsO4NJPc,2021 02 10,Handling MULTIPLE fact tables in Power BI
GuyInACube,https://www.youtube.com/watch?v=lFu1JBPJM1c,2021 02 04,New Contoso Sample app for Power BI Embedded
GuyInACube,https://www.youtube.com/watch?v=NA2wlqfjX34,2021 02 03,Power BI slicers vs the filter pane (2021)
GuyInACube,https://www.youtube.com/watch?v=-ip7mKUdwRg,2021 01 28,Power BI Get Data: Import vs. DirectQuery vs. Live (2021)
GuyInACube,https://www.youtube.com/watch?v=5AWt6ijJG94,2021 01 27,Avoid the full refresh with Incremental Refresh in Power BI (Premium)
GuyInACube,https://www.youtube.com/watch?v=B_bAKrXAUh0,2021 01 21,Create your first Power BI report (2021)
GuyInACube,https://www.youtube.com/watch?v=Z0U9UL9ORh8,2021 01 20,Do I need to be an expert in Power Query M?
GuyInACube,https://www.youtube.com/watch?v=6XxCsc1j9U4,2021 01 18,"All about DAX and data modeling in Power BI... (Roundup | Jan 18, 2021)"
GuyInACube,https://www.youtube.com/watch?v=Vqz2d7pTOV8,2021 01 14,What is Power BI? (2021)
GuyInACube,https://www.youtube.com/watch?v=XSIbRNXGgPQ,2021 01 13,Getting started with Power BI Paginated Reports (2021)
GuyInACube,https://www.youtube.com/watch?v=1u6webYD-pc,2021 01 11,"Power BI XMLA endpoint, End-to-End diagram, Dataflows and more... (Roundup | Jan 11, 2021)"
GuyInACube,https://www.youtube.com/watch?v=_VaBzheAgxY,2021 01 06,Migrate your Paginated reports to Power BI
GuyInACube,https://www.youtube.com/watch?v=j8krcevfYTo,2021 01 04,"A look back and what is to come for Power BI and Guy in a Cube (Roundup | Jan 4, 2021)"
HowToPowerBI,https://www.youtube.com/watch?v=W_oW68T98IE,2024 02 28,1 Trick for Endless Power BI Charts!
HowToPowerBI,https://www.youtube.com/watch?v=ZWooHoshXv4,2024 02 21,DAX REVOLUTION!? Visual Calculations in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=VvQVmxXT86s,2024 01 29,5 Design Mistakes to Avoid in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=vyHRHTN47ik,2024 01 26,Power BI Quick Report Makeover  #shorts #powerbi #design
HowToPowerBI,https://www.youtube.com/watch?v=hvY6SJrq3Ys,2024 01 24,3 Hacks to Work Faster in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=mWPmKKgLFGw,2024 01 15,Power BI Report Makeover | Free Download  #shorts #powerbi #design
HowToPowerBI,https://www.youtube.com/watch?v=NcoMymAekhE,2024 01 11,Power BI Report Makeover | Combining All New Visualization Features
HowToPowerBI,https://www.youtube.com/watch?v=KNdW82cD0AY,2024 01 05,Power BI Report Design... work in progress #shorts #powerbi
HowToPowerBI,https://www.youtube.com/watch?v=ZOOdmUCO3m8,2024 01 03,3 Ways to use Calculation Groups You Need to Know
HowToPowerBI,https://www.youtube.com/watch?v=CEUnx79r4N4,2024 01 02,Power BI Report Makeover #shorts #powerbi #design
HowToPowerBI,https://www.youtube.com/watch?v=9ZNgyxt4Tb8,2023 12 25,Power BI Report Makeover #shorts #powerbi #design
HowToPowerBI,https://www.youtube.com/watch?v=6AXKEd-AhJk,2023 12 14,YES it is Possible! Build a Native Dumbbell Chart in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=wLqzSANQKHU,2023 12 10,Interquartile range in a box plot #powerbi #short
HowToPowerBI,https://www.youtube.com/watch?v=ByoWRZMS0OA,2023 11 30,BOX PLOT.... what?! When and why is it useful? #powerbi #datatraining
HowToPowerBI,https://www.youtube.com/watch?v=5sQhmLDfhJk,2023 11 22,Calculations groups in Power BI | EXAMPLE #shorts #powerbi
HowToPowerBI,https://www.youtube.com/watch?v=Lp9d7vcHr0E,2023 11 15,Trend Visualization in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=TVTxs_nEZPE,2023 11 03,Color INDICATORS in Power BI I ADD Formatting Options #shorts #powerbi
HowToPowerBI,https://www.youtube.com/watch?v=nxvapCD2DoU,2023 11 01,Visualizing Status Tracking Data in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=QOcP5OvSwlI,2023 10 25,Building SVG Charts in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=AXyVldDPgKU,2023 10 23,Improve UI with Animated ARROWS for Power BI Report #shorts #powerbi
HowToPowerBI,https://www.youtube.com/watch?v=MbPmCr4tfvk,2023 09 20,The ART of Subtle ANIMATION in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=e2CLS37OYiM,2023 09 19,IN-BETWEEN custom LABLES in a BAR CHART #shorts #powerbi
HowToPowerBI,https://www.youtube.com/watch?v=TiS6vnju_mI,2023 09 13,UX Revolution with Visual Level PAGINATION in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=NqlgTXCfqSs,2023 08 22,Automatically select KPIs based on the USER | Mastering UX in Power BI Report Design
HowToPowerBI,https://www.youtube.com/watch?v=UOATfz00WYg,2023 08 21,Avoid this mistake when working with PERCENTAGES | Weighted Average #analytics   #shorts
HowToPowerBI,https://www.youtube.com/watch?v=vvqnRo4OdkY,2023 08 18,"DAX Basics: Calculated Column, MEASURES &amp; Iterators |  Power BI Part 4 #PowerBI #dax #shorts"
HowToPowerBI,https://www.youtube.com/watch?v=4N6jOympJRU,2023 08 11,DAX Basics:  CONTEXT Transition |  Power BI Part 2 #PowerBI #design #shorts
HowToPowerBI,https://www.youtube.com/watch?v=1t7mXIQIMe4,2023 08 09,DAX Basics: Filter CONTEXT &amp; Calculate |  Power BI Part 1 #PowerBI #design #shorts
HowToPowerBI,https://www.youtube.com/watch?v=vyU1Y8_FFdY,2023 07 28,Create a UNIQUE Slicer | NEW CARD Visual + SLICER in Power BI #PowerBI #design #shorts
HowToPowerBI,https://www.youtube.com/watch?v=bFBKm7uSw4U,2023 07 24,QUICK Power BI REPORT Background DESIGN  #PowerBI #design #shorts
HowToPowerBI,https://www.youtube.com/watch?v=e2CLS37OYiM,2023 09 19,IN-BETWEEN custom LABLES in a BAR CHART #shorts #powerbi
HowToPowerBI,https://www.youtube.com/watch?v=vfKxcGmw1sE,2023 09 17,Get MORE out of Your BAR CHARTS in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=TiS6vnju_mI,2023 09 13,UX Revolution with Visual Level PAGINATION in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=oa0sBSJBFe0,2023 09 10,A VISUAL Every Analyst Should Know | HISTOGRAM with Dynamic BINS in Power BI
HowToPowerBI,https://www.youtube.com/watch?v=2YqwBqc8UIw,2023 09 09,Different PEOPLE = Different KPIs in Power BI #shorts
HowToPowerBI,https://www.youtube.com/watch?v=sr9IIes9jQY,2023 08 29,Training for Power BI Business Users | SNEAK PEEK!
HowToPowerBI,https://www.youtube.com/watch?v=NqlgTXCfqSs,2023 08 22,Automatically select KPIs based on the USER | Mastering UX in Power BI Report Design
HowToPowerBI,https://www.youtube.com/watch?v=UOATfz00WYg,2023 08 21,Avoid this mistake when working with PERCENTAGES | Weighted Average #analytics   #shorts
HowToPowerBI,https://www.youtube.com/watch?v=vvqnRo4OdkY,2023 08 18,"DAX Basics: Calculated Column, MEASURES &amp; Iterators |  Power BI Part 4 #PowerBI #dax #shorts"
HowToPowerBI,https://www.youtube.com/watch?v=4gzMi57puMY,2023 08 13,🔎 DAX Basics:  Demystifying Variables |  Power BI Part 3 #PowerBI #design #shorts
HowToPowerBI,https://www.youtube.com/watch?v=4N6jOympJRU,2023 08 11,DAX Basics:  CONTEXT Transition |  Power BI Part 2 #PowerBI #design #shorts
